HOLE_ID,EASTING,NORTHING,ELEVATION,TD,PROJECT_FK,START_DATE,END_DATE,GEOLOGIST_NAME,GEOLOGY_GROUP
ADD-13004,2409950.64,4806256.003,792.782,202,DA,16-06-2013 0:00,18-06-2013 0:00,Pedro Larrahona,CerroNegro
BAN-0002,2395382.81,4808041.55,624.01,157.4,EK,02-02-2014 0:00,05-02-2014 0:00,Cintia San Martin,CN_INFILL
BDD-13008,2407899.442,4804436.161,907.816,301.5,BNE,13-05-2013 0:00,24-05-2013 0:00,Lucas Alvarez,CerroNegro
BDD-13016,2408020.267,4804381.734,909.225,289.5,BNE,21-06-2013 0:00,23-06-2013 0:00,Pedro Larrahona,CerroNegro
BDD-13023,2408220.276,4804196.619,893.779,391.5,BNE,28-06-2013 0:00,01-07-2013 0:00,Ramiro Deus,CerroNegro
BDD-14017,2407902.234,4804407.833,906.539,220,BNE,10-11-2014 0:00,14-11-2014 0:00,Matias Albarracin,CerroNegro
BDD-14034,2408044.099,4804445.754,913.102,379.5,BNE,08-12-2014 0:00,,Gerardo Enrique Perez,CerroNegro
BDD-14035,2407347.275,4805009.943,904.626,265.5,BNE,09-12-2014 0:00,13-12-2014 0:00,Matias Albarracin,CerroNegro
BDD-15001,2408101.794,4804281.546,902.769,319.5,BNE,12-01-2015 0:00,16-02-2015 0:00,Diego Grill,CerroNegro
BDD-15004,2407247.221,4805344.542,922.17,484,BNE,13-01-2015 0:00,20-01-2015 0:00,Matias Reinoso,CerroNegro
BDD-15006,2408211.688,4804302.978,891.036,427,BNE,19-01-2015 0:00,24-01-2015 0:00,Matias Reinoso,CerroNegro
BDD-15017,2407314.26,4804961.51,901.57,104.9,BNE,20-02-2015 0:00,21-02-2015 0:00,Matias Reinoso,CerroNegro
BDD-15029,2408167.11,4804336.53,902.222,412,BNE,10-03-2015 0:00,16-03-2015 0:00,Matias Reinoso,CerroNegro
BDD-15038,2407614.573,4805154.163,906.205,523.5,BNE,05-04-2015 0:00,10-04-2015 0:00,Matias Albarracin,CerroNegro
BDD-15044,2407553.496,4805073.452,901.227,431,BNE,11-04-2015 0:00,14-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15045,2407564.57,4805243.81,900.9,632,BNE,16-04-2015 0:00,22-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15046,2408084.83,4804243.77,902.12,328.5,BNE,18-04-2015 0:00,21-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15051,2408240.48,4804205.64,888.475,401,BNE,26-04-2015 0:00,30-04-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15073,2408249.855,4804293.42,886.496,242,BNE,22-05-2015 0:00,27-05-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15076,2408114.8,4804330.95,905.22,460,BNE,06-06-2015 0:00,10-06-2015 0:00,Matias Reinoso,CerroNegro
BDD-15085,2407632.485,4805136.766,907.997,499.5,BNE,23-07-2015 0:00,29-07-2015 0:00,Matias Albarracin,CerroNegro
BDD-17007,2407259.072,4805071.452,907.142,239,BNE,27-02-2017 0:00,01-03-2017 0:00,Matias Albarracin,CerroNegro
BDD-17015,2407259.866,4805127.255,915.531,179,BNE,23-03-2017 0:00,24-03-2017 0:00,Matias Albarracin,CerroNegro
BDD-17023,2407302.572,4804791.714,886.084,356,BNE,07-06-2017 0:00,14-06-2017 0:00,Matias Reinoso,CerroNegro
BDD-18005,2407886.733,4804064.821,885.449,440,BNE,22-10-2018 0:00,,Carla de la Rosa,CerroNegro
BDD-19009,2407291.093,4805443.843,905.829,416,BNE,12-04-2019 0:00,18-04-2019 0:00,Conrado Gianni,CerroNegro
BDD-19020,2406919.856,4805558.712,860.347,395,BNE,09-06-2019 0:00,,,CerroNegro
BDD-19031,2406869.695,4805580.87,844.191,371,BNE,10-07-2019 0:00,15-07-2019 0:00,Carla de la Rosa,CerroNegro
BDD-19034,2406826.11,4805530.32,853.535,320,BNE,18-07-2019 0:00,25-07-2019 0:00,Gaston Relañez,CerroNegro
BDD-19037,2406913.58,4805550.59,860.422,355,BNE,09-08-2019 0:00,17-08-2019 0:00,Carla de la Rosa,CerroNegro
BDD-9104,2407505.28,4804886.63,890.22,150,BNE,11-11-2009 0:00,12-11-2009 0:00,Fabian Ontivero,CerroNegro
BDD-9107,2407436.62,4804796.07,887.09,73,BNE,14-11-2009 0:00,15-11-2009 0:00,Fabian Ontivero,CerroNegro
BDD-9111,2407405.85,4804976.5,901.73,171.2,BNE,18-11-2009 0:00,20-11-2009 0:00,Analia Bruna,CerroNegro
BDD-13005,2407806.354,4804392.953,902.312,205.5,BNE,11-05-2013 0:00,13-05-2013 0:00,Ramiro Deus,CerroNegro
BDD-13010,2407171.631,4805806.599,863.652,472,BNE,28-05-2013 0:00,07-06-2013 0:00,Lucía Vittone,CerroNegro
BDD-13019,2408149.038,4804275.876,900.048,415.5,BNE,24-06-2013 0:00,28-06-2013 0:00,Pedro Larrahona,CerroNegro
BDD-14010,2408041.839,4804224.425,900.868,205,BNE,24-10-2014 0:00,26-10-2014 0:00,Matias Reinoso,CerroNegro
BDD-14041,2408074.562,4804212.32,900.026,247,BNE,16-12-2014 0:00,,Gerardo Enrique Perez,CerroNegro
BDD-15009,2407667.385,4804822.078,893.127,298.5,BNE,27-01-2015 0:00,02-02-2015 0:00,Matias Albarracin,CerroNegro
BDD-15014,2407468.91,4805227.85,909.4,681,BNE,08-02-2015 0:00,19-02-2015 0:00,Matias Reinoso,CerroNegro
BDD-15019,2407383.23,4804884.81,897.95,100,BNE,20-02-2015 0:00,21-02-2015 0:00,Matias Reinoso,CerroNegro
BDD-15020,2407648.6,4804481.75,896.88,94.5,BNE,20-02-2015 0:00,21-02-2015 0:00,Diego Grill,CerroNegro
BDD-15021,2407812.88,4804834.41,909.239,518,BNE,20-02-2015 0:00,04-03-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15031,2408251.482,4804270.226,890.898,391.5,BNE,18-03-2015 0:00,21-03-2015 0:00,Matias Reinoso,CerroNegro
BDD-15035,2407553.496,4805073.452,901.227,546.5,BNE,28-03-2015 0:00,04-04-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15036,2407484.349,4805153.369,906.596,433.5,BNE,27-03-2015 0:00,03-04-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15048,2407451.2,4805243.6,911.74,562.5,BNE,18-04-2015 0:00,24-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15054,2407299.92,4805335.17,925.06,37,BNE,29-04-2015 0:00,29-04-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15058,2408149.866,4804275.151,900.576,61,BNE,06-05-2015 0:00,07-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15079,2407570.655,4805095.76,903.141,151.5,BNE,14-06-2015 0:00,16-06-2015 0:00,Matias Reinoso,CerroNegro
BDD-16005,2407017.04,4806467.53,824.17,250,BNE,07-12-2016 0:00,09-12-2016 0:00,Marcelo Ghidini,CerroNegro
BDD-16006,2406774.5,4807332.32,812.51,250,BNE,10-12-2016 0:00,12-12-2016 0:00,Marcelo Ghidini,CerroNegro
BDD-17010,2407239.861,4805035.019,899.185,269,BNE,06-03-2017 0:00,08-03-2017 0:00,Matias Albarracin,CerroNegro
BDD-17018,2407274.358,4805155.663,919.68,154.5,BNE,02-05-2017 0:00,04-05-2017 0:00,Matias Reinoso,CerroNegro
BDD-17019,2407246.631,4805148.579,915.307,214.5,BNE,06-05-2017 0:00,08-05-2017 0:00,Matias Reinoso,CerroNegro
BDD-17024,2407193.616,4805234.49,917.656,191,BNE,03-07-2017 0:00,04-07-2017 0:00,Matias Albarracin,CerroNegro
BDD-17027,2406038.257,4805956.689,766.8362,346.5,BNE,30-10-2017 0:00,04-11-2017 0:00,Lucas Suarez,CerroNegro
BDD-18002,2407526.813,4804101.708,878.773,429.8,BNE,22-09-2018 0:00,03-10-2018 0:00,Carla de la Rosa,CerroNegro
BDD-19010,2407238.071,4805483.207,898.483,407,BNE,13-04-2019 0:00,18-04-2019 0:00,Gaston Relañez,CerroNegro
BDD-19014,2407108.225,4805284.101,913.91,370.5,BNE,04-05-2019 0:00,,Carla de la Rosa,CerroNegro
BDD-19016,2406664.113,4805645.03,860.176,500,BNE,15-05-2019 0:00,22-05-2019 0:00,Carla de la Rosa,CerroNegro
BDD-19021,2406918.7,4805559.442,860.355,421.5,BNE,14-06-2019 0:00,,Carla de la Rosa,CerroNegro
BDD-19030,2406628.513,4805673.055,853.44,339,BNE,02-07-2019 0:00,09-07-2019 0:00,Nelson German Estevez,CerroNegro
BDD-19035,2406788.981,4805556.355,863.365,381,BNE,25-07-2019 0:00,,Carla de la Rosa,CerroNegro
BDD-9100,2407458.01,4804865.35,891.56,150,BNE,09-11-2009 0:00,11-11-2009 0:00,Daniel Correa,CerroNegro
BAN-0001,2395380.12,4808041.97,624.06,128,EK,25-01-2014 0:00,01-02-2014 0:00,Debora Sugamiele,CN_INFILL
BDD-13007,2407034.15,4805746.76,867.238,484,BNE,13-05-2013 0:00,25-05-2013 0:00,Lucía Vittone,CerroNegro
BDD-13014,2407982.028,4804467.813,914.7,352.5,BNE,20-06-2013 0:00,22-06-2013 0:00,Verónica Martinez,CerroNegro
BDD-14006,2408044.094,4804280.722,903.31,222.5,BNE,19-10-2014 0:00,20-10-2014 0:00,Gerardo Enrique Perez,CerroNegro
BDD-14021,2407358.5,4805008.5,904.4,59.5,BNE,15-12-2014 0:00,16-12-2014 0:00,Marcelo Ghidini,CerroNegro
BDD-14023,2407940.375,4804371.628,906.895,189.95,BNE,21-11-2014 0:00,23-11-2014 0:00,Diego Grill,CerroNegro
BDD-14028,2407470.272,4805227.44,909.263,550.5,BNE,27-11-2014 0:00,,Diego Grill,CerroNegro
BDD-14030,2407561.829,4805104.746,902.92,455,BNE,30-11-2014 0:00,,Diego Grill,CerroNegro
BDD-14031,2408274.36,4804221.512,885.051,445.5,BNE,01-12-2014 0:00,,Gerardo Enrique Perez,CerroNegro
BDD-14037,2407285.137,4805223.047,925.027,340.5,BNE,11-12-2014 0:00,15-12-2014 0:00,Matias Albarracin,CerroNegro
BDD-14038,2408028.884,4804301.573,904.815,247.7,BNE,12-12-2014 0:00,14-12-2014 0:00,Marcelo Ghidini,CerroNegro
BDD-15037,2408190.81,4804237.121,895.805,450.5,BNE,28-03-2015 0:00,04-04-2015 0:00,Matias Albarracin,CerroNegro
BDD-15057,2407423.84,4805286.085,914.881,544.5,BNE,02-05-2015 0:00,08-05-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15061,2407093.509,4805436.711,903.349,440,BNE,09-05-2015 0:00,14-07-2015 0:00,Matias Reinoso,CerroNegro
BDD-15063,2407005.344,4805453.218,893.127,394.5,BNE,13-05-2015 0:00,16-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15066,2407864.191,4804388.746,904.092,151.5,BNE,16-05-2015 0:00,17-07-2015 0:00,Diego Grill,CerroNegro
BDD-15071,2407566.99,4805244.071,900.786,46.5,BNE,21-05-2015 0:00,21-05-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15078,2408167.07,4804336.47,902.27,379,BNE,13-06-2015 0:00,16-06-2015 0:00,Matias Reinoso,CerroNegro
BDD-15092,2407342.51,4804865.82,897.18,55.5,BNE,14-08-2015 0:00,15-08-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-16008,2406815.091,4807035.51,817.164,250,BNE,16-12-2016 0:00,,Lucas Suarez,CerroNegro
BDD-17004,2407289.819,4805034.63,906.884,239.5,BNE,18-02-2017 0:00,,Matias Reinoso,CerroNegro
BDD-18006,2407410.325,4803961.202,870.385,365,BNE,31-10-2018 0:00,04-11-2018 0:00,Gaston Relañez,CerroNegro
BDD-18007,2406714.615,4804098.552,850.668,482,BNE,05-11-2018 0:00,12-11-2018 0:00,Carla de la Rosa,CerroNegro
BDD-19015,2406786.499,4805554.668,863.402,575,BNE,08-05-2019 0:00,15-05-2019 0:00,Gaston Relañez,CerroNegro
BDD-19032,2406825.638,4805530.144,853.516,330,BNE,13-07-2019 0:00,,Carla de la Rosa,CerroNegro
BDD-9116,2407618.81,4804660.91,894.14,242,BNE,20-11-2009 0:00,23-11-2009 0:00,Marcelo Ortiz,CerroNegro
BDD-9117,2407526.52,4804674.81,883.38,131.8,BNE,21-11-2009 0:00,22-11-2009 0:00,Analia Bruna,CerroNegro
BDD-9120,2407267.01,4805106.11,913.46,174,BNE,23-11-2009 0:00,25-11-2009 0:00,Analia Bruna,CerroNegro
BDD-9121,2407647.86,4804761.79,891.05,329.1,BNE,23-11-2009 0:00,28-11-2009 0:00,Daniel Correa,CerroNegro
BDD-9128,2407337.85,4805140.78,920.55,260,BNE,28-11-2009 0:00,02-12-2009 0:00,Fabian Ontivero,CerroNegro
BDD-9133,2407260.83,4805129.65,915.7,207,BNE,02-12-2009 0:00,06-12-2009 0:00,Marcelo Ortiz,CerroNegro
BDD-920,2407534.51,4804924.25,891.55,251,BNE,06-06-2009 0:00,09-06-2009 0:00,Daniel Correa,CerroNegro
BDD-922,2407560.96,4804938.71,894.04,301.9,BNE,10-06-2009 0:00,13-06-2009 0:00,Daniel Correa,CerroNegro
ADD-13008,2409363.622,4805937.992,824.33,202,DA,30-06-2013 0:00,02-07-2013 0:00,Silverio Feola,CerroNegro
BDD-1003,2407153.97,4804972.99,881.83,251.9,BNE,24-01-2010 0:00,26-01-2010 0:00,Paula Oviedo,CerroNegro
BDD-1004,2407338.97,4804691.75,879.39,250,BNE,27-01-2010 0:00,29-01-2010 0:00,Paula Oviedo,CerroNegro
BDD-1005,2407107.7,4805339.2,913.29,320,BNE,16-02-2010 0:00,21-02-2010 0:00,Fabian Ontivero,CerroNegro
BDD-13003,2407821.201,4804621.038,909.772,406.5,BNE,07-05-2013 0:00,19-05-2013 0:00,Ramiro Deus,CerroNegro
BDD-13021,2407978.188,4804362.788,909.063,241.5,BNE,25-06-2013 0:00,27-06-2013 0:00,Ramiro Deus,CerroNegro
BDD-13024,2408297.163,4804125.408,880.626,430.5,BNE,02-07-2013 0:00,09-07-2013 0:00,Ramiro Deus,CerroNegro
BDD-13025,2408397.953,4804059.176,864.67,550.5,BNE,03-07-2013 0:00,11-07-2013 0:00,Paula Oviedo,CerroNegro
BDD-13031,2406677.067,4805744.223,844.027,401,BNE,11-07-2013 0:00,14-07-2013 0:00,Maria Sol Gimenez,CerroNegro
BDD-14003,2407942.92,4804342.643,905.17,181,BNE,13-10-2014 0:00,15-10-2014 0:00,Gerardo Enrique Perez,CerroNegro
BDD-14004,2408065.06,4804399.79,910.71,324.5,BNE,15-10-2014 0:00,19-10-2014 0:00,Matias Albarracin,CerroNegro
BDD-14007,2408072.248,4804348.334,907.108,340,BNE,18-10-2014 0:00,22-10-2014 0:00,Matias Albarracin,CerroNegro
BDD-14008,2408084.842,4804243.801,901.24,274,BNE,21-10-2014 0:00,23-10-2014 0:00,Matias Reinoso,CerroNegro
BDD-14011,2408130.69,4804265.98,901.164,308.5,BNE,26-10-2014 0:00,29-10-2014 0:00,Matias Reinoso,CerroNegro
BDD-14012,2408113.563,4804202.429,899.25,73,BNE,02-11-2014 0:00,03-11-2014 0:00,Matias Reinoso,CerroNegro
BDD-14013,2408154.441,4804221.421,898.458,352.2,BNE,30-10-2014 0:00,04-11-2014 0:00,Diego Grill,CerroNegro
BDD-14014,2408192.324,4804238.328,895.535,406,BNE,04-11-2014 0:00,10-11-2014 0:00,Matias Albarracin,CerroNegro
BDD-14018,2408279.077,4804169.327,884.095,541,BNE,15-11-2014 0:00,22-11-2014 0:00,Matias Albarracin,CerroNegro
BDD-14022,2407362.077,4805010.61,904.501,173,BNE,18-11-2014 0:00,20-11-2014 0:00,Matias Reinoso,CerroNegro
BDD-14033,2407477.966,4805175.192,908.292,452,BNE,06-12-2014 0:00,10-12-2014 0:00,Matias Albarracin,CerroNegro
BDD-14039,2407443.754,4805104.555,907.116,361,BNE,14-12-2014 0:00,17-12-2014 0:00,Matias Albarracin,CerroNegro
BDD-15005,2407732.026,4804691.564,900.794,362,BNE,16-01-2015 0:00,23-01-2015 0:00,Diego Grill,CerroNegro
BDD-15007,2407430.13,4805343.997,905.921,658.5,BNE,22-01-2015 0:00,31-01-2015 0:00,Matias Reinoso,CerroNegro
BDD-15032,2407632.728,4805057.426,905.427,466,BNE,18-03-2015 0:00,23-03-2015 0:00,Matias Reinoso,CerroNegro
BDD-15039,2407484.349,4805153.369,906.596,472.5,BNE,04-04-2015 0:00,10-04-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15047,2407450,4805243,912,28.5,BNE,18-04-2015 0:00,19-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15049,2408195.57,4804180.19,896.53,352.5,BNE,22-04-2015 0:00,,Gerardo Enrique Perez,CerroNegro
BDD-15052,2407761.42,4804645.46,905.55,367,BNE,25-04-2015 0:00,29-04-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15055,2407299.917,4805335.156,925.072,451,BNE,01-05-2015 0:00,05-05-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15059,2408149.866,4804275.151,900.576,380,BNE,07-05-2015 0:00,10-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15077,2407441.6,4805103.6,907.17,401,BNE,07-06-2015 0:00,15-06-2015 0:00,Matias Reinoso,CerroNegro
BDD-15088,2408285.22,4804401.96,904.54,25.5,BNE,10-08-2015 0:00,11-08-2015 0:00,Matias Reinoso,CerroNegro
ADD-13006,2409552.635,4806112.019,790.708,253.5,DA,28-06-2013 0:00,30-06-2013 0:00,Paula Oviedo,CerroNegro
ADD-13007,2409953.326,4806317.111,811.97,304.5,DA,30-06-2013 0:00,02-07-2013 0:00,Silverio Feola,CerroNegro
BDD-1006,2407014.37,4805399.05,900.91,329,BNE,21-02-2010 0:00,27-02-2010 0:00,Fabian Ontivero,CerroNegro
BDD-13004,2406540.967,4806240.387,799.846,364.5,BNE,08-05-2013 0:00,10-05-2013 0:00,Lucía Vittone,CerroNegro
BDD-13006,2407034.15,4805746.76,867.238,202.5,BNE,12-05-2013 0:00,12-05-2013 0:00,Silverio Feola,CerroNegro
BDD-13011,2407937.566,4804286.101,902.631,151.5,BNE,08-06-2013 0:00,10-06-2013 0:00,Lucía Vittone,CerroNegro
BDD-13017,2408115.295,4804370.527,907.195,380.5,BNE,23-06-2013 0:00,25-06-2013 0:00,Belen Febbo,CerroNegro
BDD-13026,2406836.301,4805649.303,840.683,503,BNE,03-07-2013 0:00,06-07-2013 0:00,Silverio Feola,CerroNegro
BDD-14029,2408027.095,4804352.734,908.245,245.5,BNE,30-11-2014 0:00,03-12-2014 0:00,Matias Reinoso,CerroNegro
BDD-15008,2407616.215,4805155.026,906.302,538,BNE,23-01-2015 0:00,30-01-2015 0:00,Matias Albarracin,CerroNegro
BDD-15010,2408063.099,4804398.495,910.663,379.5,BNE,31-01-2015 0:00,03-02-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15018,2407848.68,4804354.9,902.07,151,BNE,18-02-2015 0:00,20-02-2015 0:00,Diego Grill,CerroNegro
BDD-15023,2408238.84,4804150.83,890.52,313.5,BNE,23-02-2015 0:00,01-03-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15024,2407614.25,4805074.07,904.447,479,BNE,26-02-2015 0:00,08-03-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15033,2408293.1,4804291.155,883.456,460.5,BNE,22-03-2015 0:00,27-03-2015 0:00,Matias Reinoso,CerroNegro
BDD-15041,2407423.845,4805286.114,914.924,532,BNE,10-04-2015 0:00,16-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15042,2407371.845,4805312.208,919.444,518,BNE,10-04-2015 0:00,18-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15043,2407553.496,4805073.452,901.227,32,BNE,10-04-2015 0:00,11-04-2015 0:00,Matias Reinoso,CerroNegro
BDD-15060,2407220.255,4805390.979,914.181,464,BNE,10-05-2015 0:00,13-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15065,2407605.115,4804571.609,895.3,154.5,BNE,16-05-2015 0:00,17-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15069,2407895.35,4804345.97,903.5,139.5,BNE,18-05-2015 0:00,19-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15075,2407480.491,4805151.952,906.604,428,BNE,02-06-2015 0:00,06-06-2015 0:00,Matias Reinoso,CerroNegro
BDD-15086,2408178.624,4804203.922,896.979,271.5,BNE,30-07-2015 0:00,02-08-2015 0:00,Matias Reinoso,CerroNegro
BDD-16003,2406877.11,4806700.04,810.78,250,BNE,01-12-2016 0:00,03-12-2016 0:00,Matias Albarracin,CerroNegro
BDD-16004,2406854.01,4807044.26,816.96,250.3,BNE,04-12-2016 0:00,07-12-2016 0:00,Matias Albarracin,CerroNegro
BDD-17013,2407263.937,4805107.647,913.41,206,BNE,17-03-2017 0:00,19-03-2017 0:00,Matias Reinoso,CerroNegro
BDD-17014,2407362.066,4805096.269,912.977,176,BNE,20-03-2017 0:00,22-03-2017 0:00,Matias Reinoso,CerroNegro
BDD-19008,2407137.603,4805238.131,913.915,362,BNE,07-04-2019 0:00,11-04-2019 0:00,Carla de la Rosa,CerroNegro
BDD-19029,2406912.676,4805548.513,860.526,398,BNE,02-07-2019 0:00,09-07-2019 0:00,Nelson German Estevez,CerroNegro
BDD-9101,2407363.55,4805097.49,913.12,299.8,BNE,09-11-2009 0:00,13-11-2009 0:00,Fabian Ontivero,CerroNegro
BDD-9113,2407398.24,4805024.84,905.07,206,BNE,18-11-2009 0:00,20-11-2009 0:00,Analia Bruna,CerroNegro
BDD-9122,2407411.52,4804813.54,888.75,75,BNE,24-11-2009 0:00,24-11-2009 0:00,Analia Bruna,CerroNegro
BDD-9126,2407471.71,4804879.1,891.7,165,BNE,27-11-2009 0:00,29-11-2009 0:00,Constantino Mendiz,CerroNegro
BDD-9132,2407571.47,4804917.24,893,332.1,BNE,01-12-2009 0:00,05-12-2009 0:00,Daniel Correa,CerroNegro
ADD-13001,2409360.334,4806285.509,805.455,337.5,DA,13-06-2013 0:00,15-06-2013 0:00,Lucas Alvarez,CerroNegro
ADD-13002,2409547.671,4806384.721,781.696,343,DA,16-06-2013 0:00,18-06-2013 0:00,Lucas Alvarez,CerroNegro
ADD-13005,2409351.495,4806098.398,830.178,271,DA,30-06-2013 0:00,02-07-2013 0:00,Silverio Feola,CerroNegro
BDD-1001,2407580.72,4804891.96,892.11,369,BNE,05-01-2010 0:00,11-01-2010 0:00,Marcelo Ortiz,CerroNegro
BDD-13002,2406443.186,4806196.659,791.641,334,BNE,05-05-2013 0:00,07-05-2013 0:00,Lucía Vittone,CerroNegro
BDD-13012,2406755.331,4805614.842,862.332,479,BNE,17-06-2013 0:00,20-06-2013 0:00,Verónica Martinez,CerroNegro
BDD-13015,2407981.696,4804416.487,911.542,310.5,BNE,20-06-2013 0:00,22-06-2013 0:00,Lucas Alvarez,CerroNegro
BDD-13020,2407939.667,4804399.619,908.86,228,BNE,25-06-2013 0:00,26-06-2013 0:00,Silverio Feola,CerroNegro
BDD-13022,2408068.467,4804292.612,904.425,260.5,BNE,26-06-2013 0:00,28-06-2013 0:00,Silverio Feola,CerroNegro
BDD-13029,2408241.814,4804101.561,888.147,356,BNE,09-07-2013 0:00,11-07-2013 0:00,Pedro Larrahona,CerroNegro
BDD-14001,2407867.285,4804419.563,905.589,199,BNE,10-10-2014 0:00,13-10-2014 0:00,Marcelo Ghidini,CerroNegro
BDD-14024,2407524.855,4805087.294,900.862,380,BNE,21-11-2014 0:00,28-11-2014 0:00,Diego Grill,CerroNegro
BDD-14025,2408343.64,4804145.17,876.2,592.5,BNE,22-11-2014 0:00,30-11-2014 0:00,Diego Grill,CerroNegro
BDD-14032,2408066.924,4804373.422,909,313,BNE,03-12-2014 0:00,08-12-2014 0:00,Marcelo Ghidini,CerroNegro
BDD-14040,2408067.765,4804322.04,905.662,309,BNE,13-12-2014 0:00,19-12-2014 0:00,Marcelo Ghidini,CerroNegro
BDD-15011,2407470.24,4805227.43,909.28,550.5,BNE,30-01-2015 0:00,08-02-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15013,2407066.06,4805479.86,898.3,434,BNE,08-02-2015 0:00,11-02-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15034,2407553.496,4805073.452,901.227,265,BNE,25-03-2015 0:00,28-03-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15040,2407456.501,4805178.384,911.87,451,BNE,05-04-2015 0:00,10-04-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15053,2407456.02,4805179.29,911.93,527,BNE,25-04-2015 0:00,02-05-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15062,2408177.177,4804206.312,896.767,342,BNE,11-05-2015 0:00,14-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15074,2408249.855,4804293.42,886.496,487.5,BNE,29-05-2015 0:00,05-06-2015 0:00,Matias Albarracin,CerroNegro
BDD-15083,2407040.637,4805441.448,899.363,403.5,BNE,07-07-2015 0:00,13-07-2015 0:00,Matias Reinoso,CerroNegro
BDD-15087,2408273.31,4804316.95,888.56,469.5,BNE,04-08-2015 0:00,09-08-2015 0:00,Matias Reinoso,CerroNegro
BDD-15091,2407377,4804824.81,890.5,40.5,BNE,14-08-2015 0:00,14-08-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-17001,2407311.68,4804933.29,902.68,314,BNE,17-01-2017 0:00,21-01-2017 0:00,Matias Reinoso,CerroNegro
BDD-17016,2407321.6,4805020.652,906.027,242,BNE,24-03-2017 0:00,27-03-2017 0:00,Matias Albarracin,CerroNegro
BDD-17021,2407460.765,4804918.9,895.079,158,BNE,03-06-2017 0:00,04-06-2017 0:00,Matias Reinoso,CerroNegro
BDD-17025,2407271.985,4805217.8,923.741,253,BNE,04-07-2017 0:00,20-07-2017 0:00,Matias Albarracin,CerroNegro
BDD-19011,2406914.156,4805454.132,870.016,491,BNE,18-04-2019 0:00,24-04-2019 0:00,Carla de la Rosa,CerroNegro
BDD-19036,2407052.014,4805531.551,895.924,422,BNE,31-07-2019 0:00,,,CerroNegro
BDD-9102,2407455.67,4804972.54,898.95,208.75,BNE,11-11-2009 0:00,14-11-2009 0:00,Daniel Correa,CerroNegro
BDD-9105,2407506.22,4804887.12,890.29,210,BNE,11-11-2009 0:00,14-11-2009 0:00,Daniel Correa,CerroNegro
BDD-9115,2407242.64,4805147.51,914.83,230,BNE,20-11-2009 0:00,22-11-2009 0:00,Analia Bruna,CerroNegro
BDD-9103,2407293.77,4805172.55,923.04,296,BNE,11-11-2009 0:00,18-11-2009 0:00,Daniel Correa,CerroNegro
BDD-9110,2407323.7,4805048.5,908.83,149.9,BNE,16-11-2009 0:00,18-11-2009 0:00,Analia Bruna,CerroNegro
BDD-9112,2407291.36,4805171.5,922.87,331.3,BNE,18-11-2009 0:00,22-11-2009 0:00,Paula Oviedo,CerroNegro
BDD-9119,2407384.06,4805132.62,917.6,351,BNE,23-11-2009 0:00,28-11-2009 0:00,Paula Oviedo,CerroNegro
BDD-9134,2407390.96,4805057.72,907.52,222,BNE,02-12-2009 0:00,05-12-2009 0:00,Fabian Ontivero,CerroNegro
BDD-914,2407541.9,4804870.09,888.73,272.4,BNE,20-05-2009 0:00,24-05-2009 0:00,Analia Bruna,CerroNegro
BDD-917,2407554.59,4804603.73,890.94,124.5,BNE,30-05-2009 0:00,31-05-2009 0:00,Analia Bruna,CerroNegro
BDD-919,2407721.97,4804567.25,902.19,308.1,BNE,02-06-2009 0:00,06-06-2009 0:00,Fabian Ontivero,CerroNegro
